shipment_id,shipment_date_key,product_id,origin_id,destination_id,equipment_id,carrier_id,weight,weight_uom,planned_delivery_date,actual_delivery_date,transit_time
2964,20251115,7,104,105,6,1,1938.6,KG,2025-12-10,2025-12-09,25
2965,20250324,9,202,104,8,1,7228.1,KG,2025-04-01,2025-03-31,8
2966,20250922,8,300004,600006,7,6,1455.2,KG,2025-09-26,2025-09-25,4
2967,20250414,2,103,203,7,2,23041.8,KG,2025-04-19,2025-04-16,5
2968,20251012,4,300003,600009,8,8,4972.5,KG,2025-10-21,2025-10-30,9
2969,20250613,3,103,101,7,2,1823.1,KG,2025-06-14,2025-06-15,1
2970,20250612,11,205,600004,3,1,787.0,KG,2025-06-15,2025-06-14,3
2971,20250325,3,103,203,7,2,5669.9,KG,2025-03-27,2025-03-24,2
2972,20251127,1,300007,600003,5,1,19813.5,KG,2025-12-31,2025-12-29,34
2973,20250729,1,300005,600004,5,7,5727.0,KG,2025-09-01,2025-09-01,34
2974,20250822,10,203,201,7,6,871.3,KG,2025-08-23,2025-08-20,1
2975,20250122,5,205,202,8,1,1362.4,KG,2025-01-28,2025-01-27,6
2976,20250425,1,105,104,6,7,1665.4,KG,2025-05-15,2025-05-15,20
2977,20251207,11,202,204,5,7,1059.0,KG,2025-12-29,2025-12-27,22
2978,20251214,8,203,600003,7,6,3278.1,KG,2025-12-16,2025-12-15,2
2979,20251112,9,101,205,5,1,14477.9,KG,2025-12-08,2025-12-05,26
2980,20251009,12,202,102,4,7,2298.3,KG,2025-10-31,2025-10-30,22
2981,20250430,7,300007,201,7,6,7284.9,KG,2025-05-02,2025-05-02,2
2982,20251102,9,300003,102,6,7,5441.0,KG,2025-11-25,2025-12-02,23
2983,20250421,10,203,600001,2,4,3917.8,KG,2025-04-23,2025-05-02,2
2984,20251122,12,300001,600008,7,6,1843.7,KG,2025-11-27,2025-11-25,5
2985,20250212,4,300002,600006,7,6,4252.1,KG,2025-02-17,2025-02-21,5
2986,20251206,7,204,600003,7,6,1834.2,KG,2025-12-10,2025-12-08,4
2987,20250109,5,300007,202,5,7,4376.8,KG,2025-02-12,2025-02-11,34
2988,20250328,1,300003,104,7,6,4341.5,KG,2025-04-02,2025-04-01,5
2989,20251203,12,300003,101,6,7,1570.9,KG,2026-01-01,2025-12-29,29
2990,20250327,6,300007,202,7,2,2783.3,KG,2025-03-28,2025-03-25,1
2991,20250617,8,300010,600010,1,4,1245.2,KG,2025-06-20,2025-06-18,3
2992,20250107,1,300010,600002,5,5,8191.8,KG,2025-01-30,2025-01-28,23
2993,20251219,8,202,101,3,1,2196.6,KG,2025-12-23,2025-12-21,4
2994,20250430,4,300007,600006,5,1,4951.1,KG,2025-06-01,2025-06-01,32
2995,20250707,5,202,600001,6,5,2232.8,KG,2025-07-29,2025-07-27,22
2996,20250210,12,201,102,5,1,2918.7,KG,2025-03-03,2025-02-28,21
2997,20251229,9,300006,600008,7,2,14033.9,KG,2025-12-30,2025-12-27,1
2998,20251222,9,105,600007,8,1,9909.7,KG,2025-12-31,2025-12-31,9
2999,20250603,9,300002,600003,7,6,20656.2,KG,2025-06-07,2025-06-13,4
3000,20250807,2,203,600009,7,2,21716.8,KG,2025-08-08,2025-08-08,1
3001,20251103,5,300004,600001,3,2,4445.2,KG,2025-11-06,2025-11-05,3
3002,20250107,1,102,600001,1,4,9588.6,KG,2025-01-12,2025-01-09,5
3003,20250501,8,202,102,5,5,9493.6,KG,2025-06-03,2025-06-01,33
3004,20250607,9,105,600008,5,1,13021.8,KG,2025-06-25,2025-06-25,18
3005,20251008,4,103,600008,6,5,4848.2,KG,2025-10-29,2025-10-27,21
3006,20250129,6,300006,600001,5,1,4071.6,KG,2025-02-19,2025-02-16,21
3007,20250428,6,202,204,7,6,2291.8,KG,2025-05-03,2025-04-30,5
3008,20250219,8,300007,201,5,7,208.0,KG,2025-03-15,2025-03-21,24
3009,20250804,3,205,600004,1,3,1889.4,KG,2025-08-11,2025-08-09,7
3010,20250604,11,300003,202,6,7,849.6,KG,2025-06-22,2025-06-19,18
3011,20250307,6,105,600003,1,1,4094.7,KG,2025-03-11,2025-03-15,4
3012,20250121,10,105,101,8,1,1582.5,KG,2025-01-30,2025-01-28,9
3013,20250820,10,101,600006,1,7,1279.8,KG,2025-08-24,2025-08-24,4
3014,20250529,12,101,600007,4,5,638.9,KG,2025-06-30,2025-06-27,32
3015,20251222,4,201,202,3,7,735.0,KG,2025-12-28,2026-01-04,6
3016,20250822,10,300009,600006,5,7,1717.7,KG,2025-09-19,2025-09-16,28
3017,20250305,6,205,600002,4,1,3908.3,KG,2025-04-04,2025-04-03,30
3018,20250117,5,300003,101,7,2,297.7,LBS,2025-01-20,2025-01-18,3
3019,20251209,11,300004,600010,7,2,100.9,LBS,2025-12-13,2025-12-13,4
3020,20250804,9,202,600010,8,1,8164.0,KG,2025-08-13,2025-08-13,9
3021,20250228,1,300001,600007,4,7,21970.0,KG,2025-03-20,2025-03-29,20
3022,20250610,6,103,205,7,6,1790.6,KG,2025-06-11,2025-06-08,1
3023,20251020,5,300004,204,4,7,3625.5,KG,2025-11-15,2025-11-24,26
3024,20250818,3,101,201,1,3,7063.0,KG,2025-08-22,2025-08-22,4
3025,20250428,1,104,600007,8,1,16600.5,KG,2025-05-08,2025-05-12,10
3026,20250602,12,300008,203,5,7,2210.1,KG,2025-07-05,2025-07-13,33
3027,20250204,3,300003,600008,6,5,5851.4,KG,2025-02-26,2025-02-23,22
3028,20250904,12,201,600002,2,2,2074.6,KG,2025-09-06,2025-09-06,2
3029,20250528,7,105,202,4,1,2217.0,KG,2025-06-21,2025-06-21,24
3030,20250127,9,300001,600003,4,7,9251.4,KG,2025-02-21,2025-02-18,25
3031,20251112,4,105,600009,7,6,3701.7,KG,2025-11-13,2025-11-13,1
3032,20251014,11,203,600008,3,3,171.2,KG,2025-10-18,2025-10-17,4
3033,20250225,7,300004,600002,4,5,15716.3,KG,2025-03-19,2025-03-18,22
3034,20250730,5,102,600003,6,5,1264.8,KG,2025-08-23,2025-08-22,24
3035,20250528,8,300008,203,7,6,8271.3,KG,2025-06-01,2025-06-01,4
3036,20250909,3,300008,600001,5,7,1670.8,KG,2025-10-05,2025-10-02,26
3037,20250805,11,300005,204,3,3,1454.0,KG,2025-08-08,2025-08-07,3
3038,20250922,1,202,102,5,5,13582.2,KG,2025-10-27,2025-10-27,35
3039,20250616,12,105,600009,7,6,659.2,KG,2025-06-17,2025-06-16,1
3040,20250520,2,300003,103,2,4,21299.8,KG,2025-05-26,2025-05-24,6
3041,20250603,9,300007,600008,3,7,23552.3,KG,2025-06-05,2025-06-02,2
3042,20250706,8,205,103,6,1,6217.8,KG,2025-07-24,2025-07-24,18
3043,20250130,1,105,600004,8,8,12960.0,KG,2025-02-04,2025-02-01,5
3044,20250609,3,300009,600007,6,1,2273.9,KG,2025-06-24,2025-06-21,15
3045,20250506,8,300010,600009,6,1,8468.5,KG,2025-06-05,2025-06-04,30
3046,20251110,2,104,203,4,7,15211.8,KG,2025-12-12,2025-12-22,32
3047,20250409,6,204,600004,6,5,3073.7,KG,2025-05-13,2025-05-12,34
3048,20251116,2,102,600007,4,7,8515.2,KG,2025-12-15,2025-12-13,29
3049,20250725,1,300006,600004,6,5,24667.9,KG,2025-08-13,2025-08-12,19
3050,20251222,10,205,600009,8,8,3944.8,KG,2025-12-31,2025-12-29,9
3051,20251209,1,300001,205,4,1,8950.3,KG,2025-12-28,2025-12-27,19
3052,20250730,2,300010,103,6,1,14342.5,KG,2025-08-21,2025-08-20,22
3053,20250710,4,203,102,3,2,2938.8,KG,2025-07-15,2025-07-13,5
3054,20250217,4,202,102,5,1,581.8,KG,2025-03-22,2025-03-19,33
3055,20250820,4,201,600009,3,3,1792.3,KG,2025-08-22,2025-08-22,2
3056,20251210,9,300005,204,3,4,22492.2,KG,2025-12-14,2025-12-13,4
3057,20251231,6,201,203,7,2,1436.3,KG,2026-01-01,2025-12-29,1
3058,20250206,8,201,600001,7,6,4743.1,KG,2025-02-08,2025-02-05,2
3059,20250826,11,203,600006,7,6,266.7,LBS,2025-08-28,2025-08-25,2
3060,20250814,5,103,600009,5,7,1294.5,KG,2025-09-07,2025-09-18,24
3061,20250602,8,300001,600008,7,6,6494.2,KG,2025-06-04,2025-06-03,2
3062,20251006,2,103,202,6,7,20120.0,KG,2025-11-05,2025-11-02,30
3063,20251128,5,204,205,4,5,3949.6,KG,2025-12-18,2025-12-18,20
3064,20251013,3,205,600007,5,7,8442.1,KG,2025-10-31,2025-10-28,18
3065,20250609,5,300001,600009,2,1,3625.1,KG,2025-06-12,2025-06-09,3
3066,20250526,9,300001,600002,1,4,24880.1,KG,2025-05-29,2025-06-02,3
3067,20250401,12,201,202,7,6,267.8,KG,2025-04-05,2025-04-04,4
3068,20250718,12,300008,202,4,5,2852.1,KG,2025-08-11,2025-08-15,24
3069,20251028,9,204,104,7,6,19897.6,KG,2025-11-02,2025-11-01,5
3070,20250217,7,300005,202,5,1,1550.2,KG,2025-03-24,2025-03-25,35
3071,20251106,7,300008,600002,5,1,676.6,KG,2025-11-21,2025-11-20,15
3072,20250109,4,300001,205,5,1,681.3,KG,2025-02-06,2025-02-06,28
3073,20250813,10,300004,204,5,1,135.7,KG,2025-09-08,2025-09-18,26
3074,20250327,9,300006,204,8,8,24493.5,KG,2025-04-03,2025-04-02,7
3075,20250927,6,300010,204,7,6,631.3,KG,2025-09-28,2025-09-25,1
3076,20250101,10,201,600007,5,7,3959.8,KG,2025-01-21,2025-01-18,20
3077,20250513,9,201,205,4,1,23588.8,KG,2025-06-14,2025-06-13,32
3078,20250912,12,300004,600010,3,1,1025.5,KG,2025-09-16,2025-09-15,4
3079,20251205,2,103,600009,6,1,24968.4,KG,2025-12-22,2025-12-20,17
3080,20251226,12,205,600003,6,1,1631.3,KG,2026-01-19,2026-01-19,24
3081,20251025,7,300010,205,5,7,2298.3,KG,2025-11-13,2025-11-11,19
3082,20250213,6,205,203,7,2,3157.5,KG,2025-02-16,2025-02-16,3
3083,20250115,4,300004,600002,5,7,2028.6,KG,2025-02-05,2025-02-02,21
3084,20250116,6,205,600004,1,2,1632.4,KG,2025-01-18,2025-01-15,2
3085,20250615,4,101,600008,6,1,3695.7,KG,2025-06-30,2025-06-27,15
3086,20250430,6,105,600008,7,6,1879.0,KG,2025-05-04,2025-05-02,4
3087,20250512,4,204,600006,6,5,1711.1,KG,2025-06-09,2025-06-07,28
3088,20250104,5,300002,600005,8,8,1630.8,KG,2025-01-11,2025-01-09,7
3089,20251219,7,300009,102,6,5,23590.8,KG,2026-01-17,2026-01-16,29
3090,20250110,4,201,600001,8,8,52.2,KG,2025-01-19,2025-01-18,9
3091,20250914,10,300003,600005,7,6,3293.7,KG,2025-09-16,2025-09-14,2
3092,20250801,4,300001,103,7,2,2590.5,KG,2025-08-03,2025-07-31,2
3093,20251117,8,105,600009,7,2,6744.0,KG,2025-11-20,2025-11-18,3
3094,20251002,2,104,600005,6,5,8935.2,KG,2025-10-18,2025-10-15,16
3095,20250530,12,300010,103,8,8,2210.1,KG,2025-06-11,2025-06-11,12
3096,20250404,8,104,203,5,1,8428.3,KG,2025-04-27,2025-04-24,23
3097,20250103,10,201,204,7,6,4103.2,KG,2025-01-05,2025-01-04,2
3098,20250527,10,300007,600009,6,7,609.5,KG,2025-06-17,2025-06-21,21
3099,20251113,11,205,600004,2,2,1477.5,KG,2025-11-19,2025-11-18,6
3100,20250418,5,300006,600008,5,1,4258.8,KG,2025-05-06,2025-05-03,18
3101,20250318,10,201,600008,8,8,1275.6,KG,2025-03-29,2025-04-02,11
3102,20251214,2,101,204,7,6,22885.7,KG,2025-12-17,2025-12-16,3
3103,20250706,5,205,600004,8,1,2544.2,KG,2025-07-15,2025-07-29,9
3104,20250108,7,105,103,1,3,14519.8,KG,2025-01-11,2025-01-20,3
3105,20250825,8,300005,205,6,1,1145.4,KG,2025-09-19,2025-09-19,25
3106,20250922,2,103,201,4,5,16951.7,KG,2025-10-10,2025-10-10,18
3107,20250319,3,300005,600002,7,6,7099.3,KG,2025-03-20,2025-03-19,1
3108,20251020,5,105,600007,1,1,4979.3,KG,2025-10-25,2025-10-28,5
3109,20251128,2,201,600007,4,7,23738.4,KG,2025-12-21,2025-12-18,23
3110,20250627,11,300002,600004,7,6,1030.2,KG,2025-07-02,2025-06-30,5
3111,20250707,9,300004,600008,8,8,24214.3,KG,2025-07-19,2025-07-26,12
3112,20250313,5,300003,600001,4,5,3798.3,KG,2025-04-04,2025-04-03,22
3113,20250924,11,300007,600003,5,7,918.4,KG,2025-10-22,2025-10-21,28
3114,20251203,2,202,600004,8,8,11782.3,KG,2025-12-11,2025-12-08,8
3115,20250916,11,203,600008,2,2,857.3,KG,2025-09-23,2025-09-20,7
3116,20250110,12,205,600004,2,4,2529.8,KG,2025-01-17,2025-01-17,7
3117,20251001,1,101,103,7,6,23523.5,KG,2025-10-04,2025-10-02,3
3118,20250318,5,300010,101,7,6,4404.1,KG,2025-03-19,2025-03-19,1
3119,20251113,12,300005,600004,7,2,2823.2,KG,2025-11-15,2025-11-14,2
3120,20250217,8,300006,201,1,4,4501.9,KG,2025-02-20,2025-02-20,3
3121,20250312,11,203,105,4,7,522.2,KG,2025-04-14,2025-04-12,33
3122,20250723,11,104,101,8,8,291.7,KG,2025-07-29,2025-08-03,6
3123,20250110,10,201,600002,7,6,799.5,KG,2025-01-15,2025-01-12,5
3124,20251118,2,300004,205,5,7,16036.1,KG,2025-12-13,2025-12-12,25
3125,20251224,8,202,600007,5,5,6664.5,KG,2026-01-27,2026-01-27,34
3126,20250509,5,300010,105,7,2,1141.2,KG,2025-05-12,2025-05-09,3
3127,20250425,6,104,600005,5,1,116.9,KG,2025-05-23,2025-05-23,28
3128,20250108,12,300004,600002,8,8,466.8,KG,2025-01-13,2025-01-11,5
3129,20250207,8,300002,600004,6,1,7596.0,KG,2025-03-13,2025-03-18,34
3130,20250624,8,300005,600006,7,2,5269.9,KG,2025-06-27,2025-06-25,3
3131,20251104,4,102,600001,2,3,4804.9,KG,2025-11-11,2025-11-11,7
3132,20251128,3,104,600007,7,2,2934.3,KG,2025-12-03,2025-12-03,5
3133,20250702,5,300002,600006,7,2,3958.0,KG,2025-07-03,2025-06-30,1
3134,20251025,6,300003,600004,7,2,710.5,KG,2025-10-27,2025-10-27,2
3135,20250509,7,204,103,1,2,12991.7,KG,2025-05-13,2025-05-11,4
3136,20250724,4,300009,600006,4,5,2179.0,KG,2025-08-12,2025-08-10,19
3137,20250903,10,205,600006,5,5,2826.1,KG,2025-10-02,2025-10-01,29
3138,20250701,8,300005,600001,4,5,6064.4,KG,2025-08-05,2025-08-05,35
3139,20250424,4,300010,600006,5,7,4294.3,KG,2025-05-14,2025-05-11,20
3140,20250826,6,204,105,8,8,2342.1,KG,2025-08-31,2025-09-08,5
3141,20250226,11,105,600005,8,1,1390.5,KG,2025-03-10,2025-03-09,12
3142,20250512,2,300004,600002,8,1,23877.7,KG,2025-05-24,2025-05-22,12
3143,20250906,12,102,104,8,8,1815.7,KG,2025-09-17,2025-09-23,11
3144,20251006,4,101,103,6,5,579.7,KG,2025-10-26,2025-10-29,20
3145,20250307,12,300003,203,5,1,1495.0,KG,2025-04-05,2025-04-04,29
3146,20251030,12,103,203,4,7,280.1,KG,2025-11-25,2025-11-25,26
3147,20251110,10,204,101,5,1,4561.2,KG,2025-12-15,2025-12-23,35
3148,20251114,3,300007,102,8,8,6107.0,KG,2025-11-24,2025-11-22,10
3149,20250704,3,101,103,7,2,3326.7,KG,2025-07-06,2025-07-04,2
3150,20251020,10,203,205,5,1,3875.7,KG,2025-11-16,2025-11-15,27
3151,20250730,10,103,600009,6,1,1003.6,KG,2025-08-15,2025-08-15,16
3152,20250912,8,203,103,7,6,1146.7,KG,2025-09-17,2025-09-21,5
3153,20250617,1,201,103,4,1,8015.4,KG,2025-07-19,2025-07-16,32
3154,20250706,7,103,204,8,8,15935.4,KG,2025-07-17,2025-07-17,11
3155,20250416,3,300008,201,5,7,8504.8,KG,2025-05-10,2025-05-10,24
3156,20250909,3,300004,102,1,7,2199.7,KG,2025-09-15,2025-09-12,6
3157,20250301,11,300005,600006,4,7,1014.1,KG,2025-03-22,2025-03-21,21
3158,20250720,1,300005,205,4,1,626.6,KG,2025-08-20,2025-08-17,31
3159,20250615,6,300008,600010,5,1,2331.3,KG,2025-07-03,2025-07-03,18
3160,20250422,8,205,600004,1,3,5062.7,KG,2025-04-29,2025-05-12,7
3161,20250826,5,300005,204,2,2,2764.5,KG,2025-09-01,2025-08-31,6
3162,20250706,4,203,600001,7,2,510.6,KG,2025-07-09,2025-07-07,3
3163,20251025,10,202,204,8,8,2402.8,KG,2025-11-03,2025-10-31,9
3164,20250227,9,204,203,7,2,7420.7,KG,2025-03-02,2025-02-27,3
3165,20251215,2,300010,600004,5,5,11630.2,KG,2026-01-19,2026-01-18,35
3166,20251217,11,300008,103,3,3,100.5,KG,2025-12-19,2025-12-17,2
3167,20250122,5,300002,600010,7,6,2379.3,KG,2025-01-25,2025-01-25,3
3168,20250128,3,300007,600007,5,7,2931.1,KG,2025-02-15,2025-02-22,18
3169,20251209,5,300006,600002,7,2,2288.0,KG,2025-12-13,2025-12-11,4
3170,20250711,11,300007,204,7,2,1373.0,KG,2025-07-16,2025-07-16,5
3171,20250221,9,201,105,6,1,15674.6,KG,2025-03-20,2025-03-17,27
3172,20250819,12,102,600009,5,7,2035.3,KG,2025-09-13,2025-09-12,25
3173,20250712,4,300002,101,5,5,2824.9,KG,2025-07-27,2025-07-27,15
3174,20251019,11,300006,600007,7,2,584.3,KG,2025-10-23,2025-10-22,4
3175,20250910,7,102,600007,7,2,22364.1,KG,2025-09-13,2025-09-12,3
3176,20251226,7,203,205,8,1,9505.7,KG,2026-01-05,2026-01-06,10
3177,20251209,4,300009,600003,7,2,3121.7,KG,2025-12-14,2025-12-12,5
3178,20250725,12,300006,201,2,7,1510.3,KG,2025-07-28,2025-08-05,3
3179,20250526,5,300006,600005,6,1,2453.7,KG,2025-06-14,2025-06-13,19
3180,20250429,10,201,600003,7,6,1982.2,KG,2025-05-01,2025-04-28,2
3181,20250730,4,204,202,7,2,2234.1,KG,2025-08-04,2025-08-02,5
3182,20250219,4,300003,202,6,5,319.8,KG,2025-03-22,2025-03-19,31
3183,20250328,11,300004,205,5,5,1922.4,KG,2025-04-26,2025-04-26,29
3184,20250330,6,203,104,8,8,865.9,KG,2025-04-07,2025-04-05,8
3185,20250415,12,300002,203,8,1,181.8,KG,2025-04-21,2025-04-23,6
3186,20250823,12,300009,102,5,5,2113.3,KG,2025-09-11,2025-09-09,19
3187,20250428,6,202,203,8,1,2462.7,KG,2025-05-03,2025-05-09,5
3188,20250922,12,102,600002,8,1,799.8,KG,2025-10-01,2025-10-01,9
3189,20250121,12,300001,203,5,5,120.1,KG,2025-02-20,2025-02-19,30
3190,20250120,8,300006,203,7,2,7574.3,KG,2025-01-24,2025-02-02,4
3191,20250109,4,300004,204,6,1,2720.2,KG,2025-02-10,2025-02-07,32
3192,20250618,12,300006,600002,2,3,401.0,KG,2025-06-21,2025-06-19,3
3193,20251023,11,300009,600002,5,7,1762.6,KG,2025-11-23,2025-11-20,31
3194,20251210,2,300003,101,5,1,7354.1,KG,2026-01-01,2025-12-31,22
3195,20250510,9,300003,105,3,2,4340.7,KG,2025-05-14,2025-05-14,4
3196,20251021,1,201,600006,8,8,10991.6,KG,2025-11-02,2025-11-09,12
3197,20250819,5,300008,205,7,2,2474.5,KG,2025-08-20,2025-08-17,1
3198,20251107,6,300004,600009,7,2,1525.6,KG,2025-11-10,2025-11-07,3
3199,20250829,3,300008,600005,5,5,6815.6,KG,2025-10-03,2025-10-01,35
3200,20251205,12,300007,201,7,6,1549.4,KG,2025-12-09,2025-12-09,4
3201,20251226,1,105,600003,8,1,2255.0,KG,2026-01-07,2026-01-07,12
3202,20250717,7,103,600008,4,1,7407.7,KG,2025-08-01,2025-07-31,15
3203,20251226,7,102,600001,1,2,7922.4,KG,2025-12-31,2025-12-31,5
3204,20250723,4,205,600004,1,2,91.7,KG,2025-07-27,2025-08-01,4
3205,20250410,1,300008,600004,8,1,2226.0,KG,2025-04-15,2025-04-12,5
3206,20250310,2,103,600005,7,2,22480.7,KG,2025-03-15,2025-03-15,5
3207,20250106,6,300004,600002,6,1,4422.7,KG,2025-02-07,2025-02-04,32
3208,20250425,3,104,205,8,1,9121.4,KG,2025-04-30,2025-04-28,5
3209,20251027,7,103,600005,4,5,22075.5,KG,2025-11-20,2025-11-18,24
3210,20250711,12,300004,202,5,5,2898.6,KG,2025-08-05,2025-08-05,25
3211,20250801,8,203,600004,7,6,2553.6,KG,2025-08-05,2025-08-05,4
3212,20251009,3,300009,104,3,4,2330.8,KG,2025-10-13,2025-10-12,4
3213,20250831,12,105,600003,2,4,746.4,KG,2025-09-06,2025-09-04,6
3214,20250129,6,300004,205,5,5,2448.0,KG,2025-02-27,2025-02-26,29
3215,20250527,12,102,203,3,4,1698.6,KG,2025-06-03,2025-06-02,7
3216,20250131,5,203,600007,4,5,2494.7,KG,2025-02-25,2025-02-23,25
3217,20251111,10,203,105,7,6,3720.0,KG,2025-11-14,2025-11-14,3
3218,20251113,12,300008,600005,7,6,1134.8,KG,2025-11-15,2025-11-12,2
3219,20250723,6,300001,104,8,1,4711.1,KG,2025-08-01,2025-08-01,9
3220,20251126,2,101,205,7,6,5694.2,KG,2025-11-27,2025-11-27,1
3221,20250418,11,102,600009,7,2,1152.3,KG,2025-04-23,2025-04-22,5
3222,20250313,8,300001,205,4,7,8295.0,KG,2025-04-01,2025-03-30,19
3223,20251022,11,101,600004,6,7,1467.5,KG,2025-11-17,2025-11-14,26
3224,20251104,9,300003,203,8,8,14337.8,KG,2025-11-14,2025-11-13,10
3225,20250930,4,204,201,4,7,4483.1,KG,2025-10-17,2025-10-17,17
3226,20250719,9,300004,600002,7,6,22046.4,KG,2025-07-22,2025-07-20,3
3227,20250814,1,101,600005,8,8,2970.8,KG,2025-08-23,2025-08-22,9
3228,20250121,1,203,205,5,7,6927.9,KG,2025-02-07,2025-02-06,17
3229,20250718,9,103,101,6,1,9928.8,KG,2025-08-20,2025-08-19,33
3230,20250930,5,300003,600010,6,7,307.6,KG,2025-10-19,2025-10-21,19
3231,20250319,9,300010,105,7,2,8940.7,KG,2025-03-24,2025-03-24,5
3232,20250224,11,205,600004,2,7,1065.9,KG,2025-03-02,2025-03-08,6
3233,20250427,6,300004,102,1,2,1405.5,KG,2025-04-30,2025-04-29,3
3234,20250430,5,300006,203,4,1,1712.4,KG,2025-05-29,2025-05-27,29
3235,20250311,10,103,104,6,1,1067.5,KG,2025-03-26,2025-03-26,15
3236,20251118,4,300001,600004,8,1,4463.4,KG,2025-11-23,2025-11-21,5
3237,20251022,7,101,103,6,5,17383.6,KG,2025-11-09,2025-11-07,18
3238,20250525,7,300005,600010,4,7,8524.3,KG,2025-06-18,2025-06-15,24
3239,20250119,5,300006,600004,6,5,2772.2,KG,2025-02-23,2025-03-02,35
3240,20250122,3,300005,600008,7,6,425.5,LBS,2025-01-23,2025-01-22,1
3241,20250210,2,300008,600007,3,4,19422.8,KG,2025-02-12,2025-02-12,2
3242,20250131,9,205,600008,5,1,22165.3,KG,2025-02-18,2025-02-17,18
3243,20250505,12,104,600008,7,2,2373.4,KG,2025-05-08,2025-05-08,3
3244,20250606,7,202,103,5,7,10863.2,KG,2025-07-10,2025-07-08,34
3245,20250403,7,103,205,7,6,23161.5,KG,2025-04-05,2025-04-02,2
3246,20250423,4,105,102,7,6,1447.2,KG,2025-04-27,2025-04-26,4
3247,20250122,4,300003,600002,7,6,4341.1,KG,2025-01-24,2025-01-22,2
3248,20250503,8,300001,105,7,2,9128.2,KG,2025-05-04,2025-05-01,1
3249,20251003,4,104,600006,5,7,4411.7,KG,2025-11-06,2025-11-03,34
3250,20250930,2,300003,105,7,6,18890.1,KG,2025-10-03,2025-10-03,3
3251,20250520,3,203,600003,7,6,1984.8,KG,2025-05-21,2025-05-20,1
3252,20251016,3,105,600004,5,5,1449.7,KG,2025-11-19,2025-11-18,34
3253,20250612,11,205,600003,5,5,1420.0,KG,2025-07-16,2025-07-16,34
3254,20251221,12,202,600010,5,7,1994.5,KG,2026-01-18,2026-01-18,28
3255,20251026,10,300010,103,4,7,3912.0,KG,2025-11-27,2025-11-27,32
3256,20250207,10,300002,600008,3,4,165.5,KG,2025-02-09,2025-02-16,2
3257,20250818,9,203,202,5,1,21026.0,KG,2025-09-08,2025-09-08,21
3258,20250219,11,201,204,4,7,209.8,KG,2025-03-24,2025-04-03,33
3259,20250313,1,300010,600003,5,7,3258.2,KG,2025-04-01,2025-04-11,19
3260,20250811,12,300005,600005,4,5,1257.8,KG,2025-09-06,2025-09-03,26
3261,20251120,8,105,600005,6,1,4524.0,KG,2025-12-22,2025-12-19,32
3262,20250129,2,300008,203,5,5,20975.6,KG,2025-02-22,2025-02-19,24
3263,20250614,7,300009,202,7,6,24772.1,KG,2025-06-16,2025-06-14,2
3264,20251124,9,105,600006,4,1,6583.3,KG,2025-12-21,2025-12-19,27
3265,20250826,12,203,600001,8,1,1978.8,KG,2025-09-05,2025-09-05,10
3266,20250814,12,204,104,8,8,1689.4,KG,2025-08-19,2025-08-19,5
3267,20250402,6,103,600003,1,3,207.3,KG,2025-04-09,2025-04-06,7
3268,20250505,2,300007,600005,8,1,6005.4,KG,2025-05-14,2025-05-13,9
3269,20250624,5,300008,205,4,1,493.9,KG,2025-07-26,2025-07-25,32
3270,20251121,9,300004,600001,1,4,23132.8,KG,2025-11-26,2025-12-01,5
3271,20251015,3,204,103,2,1,935.4,KG,2025-10-22,2025-10-20,7
3272,20250123,7,300001,600005,5,7,24859.5,KG,2025-02-22,2025-02-22,30
3273,20251223,10,101,203,4,7,1899.9,KG,2026-01-16,2026-01-15,24
3274,20250530,5,101,205,6,5,1283.4,KG,2025-06-17,2025-06-18,18
3275,20250119,2,300004,600003,8,1,9274.6,KG,2025-01-29,2025-01-28,10
3276,20250509,10,205,102,8,8,4718.9,KG,2025-05-20,2025-05-20,11
3277,20250327,8,300001,600003,8,1,7389.5,KG,2025-04-02,2025-03-30,6
3278,20250821,12,300008,600006,8,1,2546.9,KG,2025-09-02,2025-09-01,12
3279,20250202,10,102,600003,5,7,1997.1,KG,2025-02-18,2025-02-18,16
3280,20250718,10,204,600010,5,1,1974.1,KG,2025-08-19,2025-08-19,32
3281,20251210,9,300005,600001,4,5,13520.0,KG,2026-01-01,2026-01-03,22
3282,20251126,8,300003,600006,7,2,2321.6,KG,2025-11-27,2025-11-26,1
3283,20250113,10,300009,102,5,5,4948.2,KG,2025-02-04,2025-02-01,22
3284,20250101,3,204,600006,8,1,7495.4,KG,2025-01-12,2025-01-20,11
3285,20250116,8,201,600005,4,7,601.2,KG,2025-02-15,2025-02-14,30
3286,20251103,2,300002,205,7,2,14452.5,KG,2025-11-07,2025-11-07,4
3287,20250204,6,203,104,5,7,3811.1,KG,2025-03-01,2025-02-27,25
3288,20250703,6,300002,203,2,7,3576.9,KG,2025-07-09,2025-07-09,6
3289,20250515,11,300005,600009,7,6,609.9,KG,2025-05-20,2025-05-18,5
3290,20250101,2,300007,103,8,8,1205.2,KG,2025-01-09,2025-01-17,8
3291,20250306,6,201,600009,3,4,4583.6,KG,2025-03-11,2025-03-08,5
3292,20250430,7,201,600003,5,5,24081.6,KG,2025-05-20,2025-05-17,20
3293,20250116,3,203,600001,3,2,8491.9,KG,2025-01-21,2025-01-19,5
3294,20250821,7,202,102,4,7,19826.6,KG,2025-09-17,2025-09-26,27
3295,20251218,11,203,600010,7,6,933.4,KG,2025-12-22,2025-12-21,4
